# Voodoo Trace - Frame 49
# Format: <CMD> <timestamp> <addr> [register_name] <data> [(float_value)] [xN]
# Fixed-point formats: S12.4 (vertices), S18.14 (RGBA), S20.12 (Z), S14.18 (S/T), S2.30 (W)
#
RREG_L               54 0x000000 status           0x1f89b3bf
WTEX_L          2984008 0xe20000 0x00000000
WREG_L          2984049 0x0000d0 fdAdX            0xc37f0000
WREG_L          2984049 0x0000f0 fdAdY            0x42c256d6
WREG_L          2984049 0x000080 triangleCMD      0xc2630000
WREG_L          2984162 0x000110 fbzMode          0x000b4379
WREG_L          2984523 0x00010c alphaMode        0x00045110
WREG_L          2984643 0x200088 fvertexAx        0x49400fbe (786683.875000)
WREG_L          2984718 0x20008c fvertexAy        0x494007f1 (786559.062500)
WREG_L          2984718 0x200090 fvertexBx        0x49401191 (786713.062500)
WREG_L          2984718 0x200094 fvertexBy        0x49400b39 (786611.562500)
WREG_L          2984718 0x200098 fvertexCx        0x49400e42 (786660.125000)
WREG_L          2984718 0x20009c fvertexCy        0x49400b5b (786613.687500)
WREG_L          2984775 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2984797 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2984797 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2984822 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2984844 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2984844 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2984869 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2984891 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2984891 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2984916 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2984959 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2984959 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2984984 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2985027 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          2985027 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          2985055 0xe20000 0x00000000
WREG_L          2985093 0x200100 ftriangleCMD     0x453193e0
WREG_L          2985140 0x000110 fbzMode          0x000b4379
WREG_L          2985247 0x00008c fvertexAy        0x494007f1
WREG_L          2985247 0x000090 fvertexBx        0x49400fbe
WREG_L          2985247 0x000094 fvertexBy        0x494007f1
WREG_L          2985247 0x00009c fvertexCy        0x49400b5b
WREG_L          2985361 0x000088 fvertexAx        0x49400fae
WREG_L          2985361 0x000098 fvertexCx        0x49400e32
WREG_L          2985434 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2985468 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2985502 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2985536 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2985570 0x2000f4 fstartW          0x3a425291 (0.000741)
WTEX_L          2985604 0xe20000 0x00000000
WREG_L          2985645 0x0000b0 fstartA          0x00000000
WREG_L          2985645 0x0000d0 fdAdX            0x437f0000
WREG_L          2985645 0x0000f0 fdAdY            0x42ddbd37
WREG_L          2985753 0x000080 triangleCMD      0x425a8000
WREG_L          2985788 0x000088 fvertexAx        0x49400fbe
WREG_L          2985788 0x000090 fvertexBx        0x49400e42
WREG_L          2985788 0x000094 fvertexBy        0x49400b5b
WREG_L          2985874 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2985908 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2985942 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2985976 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2986010 0x2000f4 fstartW          0x3a425291 (0.000741)
WTEX_L          2986044 0xe20000 0x00000000
WREG_L          2986085 0x0000d0 fdAdX            0x437f0000
WREG_L          2986085 0x0000f0 fdAdY            0x42ddbd37
WREG_L          2986085 0x000080 triangleCMD      0x425a8000
WREG_L          2986256 0x00008c fvertexAy        0x494007f1
WREG_L          2986256 0x000090 fvertexBx        0x49400fbe
WREG_L          2986256 0x000094 fvertexBy        0x494007f1
WREG_L          2986256 0x00009c fvertexCy        0x49400b39
WREG_L          2986370 0x000088 fvertexAx        0x49400fce
WREG_L          2986370 0x000098 fvertexCx        0x494011a1
WREG_L          2986444 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2986478 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2986512 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2986546 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2986580 0x2000f4 fstartW          0x3a425291 (0.000741)
WTEX_L          2986614 0xe20000 0x00000000
WREG_L          2986655 0x0000b0 fstartA          0x00000000
WREG_L          2986655 0x0000d0 fdAdX            0xc37f0000
WREG_L          2986655 0x0000f0 fdAdY            0x430dc493
WREG_L          2986754 0x000080 triangleCMD      0xc2520000
WREG_L          2986789 0x000088 fvertexAx        0x49400fbe
WREG_L          2986789 0x000090 fvertexBx        0x49401191
WREG_L          2986789 0x000094 fvertexBy        0x49400b39
WREG_L          2986875 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2986909 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2986943 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2986977 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2987011 0x2000f4 fstartW          0x3a425291 (0.000741)
WTEX_L          2987045 0xe20000 0x00000000
WREG_L          2987086 0x0000d0 fdAdX            0xc37f0000
WREG_L          2987086 0x0000f0 fdAdY            0x430dc493
WREG_L          2987086 0x000080 triangleCMD      0xc2520000
WREG_L          2987199 0x000110 fbzMode          0x000b4379
WREG_L          2987556 0x00010c alphaMode        0x00045110
WREG_L          2987675 0x200088 fvertexAx        0x49401bd8 (786877.500000)
WREG_L          2987750 0x20008c fvertexAy        0x49401019 (786689.562500)
WREG_L          2987750 0x200090 fvertexBx        0x49401ab4 (786859.250000)
WREG_L          2987750 0x200094 fvertexBy        0x494011fa (786719.625000)
WREG_L          2987750 0x200098 fvertexCx        0x49401706 (786800.375000)
WREG_L          2987750 0x20009c fvertexCy        0x494012d3 (786733.187500)
WREG_L          2987807 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2987829 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2987829 0x2000a8 fdRdY            0x00000000 (0.000000)
WREG_L          2987854 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2987876 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2987876 0x2000b4 fdGdY            0x00000000 (0.000000)
WREG_L          2987901 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2987923 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2987923 0x2000c0 fdBdY            0x00000000 (0.000000)
WREG_L          2987948 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2987991 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2987991 0x2000d8 fdAdY            0x00000000 (0.000000)
WREG_L          2988016 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2988059 0x2000f8 fdWdX            0x2b11f529 (0.000000)
WREG_L          2988059 0x2000fc fdWdY            0x2c1e66ac (0.000000)
WTEX_L          2988087 0xe20000 0x00000000
WREG_L          2988125 0x200100 ftriangleCMD     0x44be4d40
WREG_L          2988172-     2988214 0x000110 fbzMode          0x000b4379 x2
WREG_L          2988571 0x00010c alphaMode        0x00045110
WREG_L          2988690 0x200088 fvertexAx        0x49401c15 (786881.312500)
WREG_L          2988765 0x20008c fvertexAy        0x49400e2a (786658.625000)
WREG_L          2988765 0x200090 fvertexBx        0x49401bd8 (786877.500000)
WREG_L          2988765 0x200094 fvertexBy        0x49401019 (786689.562500)
WREG_L          2988765 0x200098 fvertexCx        0x49401706 (786800.375000)
WREG_L          2988765 0x20009c fvertexCy        0x494012d3 (786733.187500)
WREG_L          2988822 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2988844 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2988844 0x2000a8 fdRdY            0x00000000 (0.000000)
WREG_L          2988869 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2988891 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2988891 0x2000b4 fdGdY            0x00000000 (0.000000)
WREG_L          2988916 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2988938 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2988938 0x2000c0 fdBdY            0x00000000 (0.000000)
WREG_L          2988963 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2989006 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2989006 0x2000d8 fdAdY            0x00000000 (0.000000)
WREG_L          2989031 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2989074 0x2000f8 fdWdX            0xab645a06 (-0.000000)
WREG_L          2989074 0x2000fc fdWdY            0xa9e11f58 (-0.000000)
WTEX_L          2989102 0xe20000 0x00000000
WREG_L          2989140 0x200100 ftriangleCMD     0x450abbc0
WREG_L          2989187-     2989229 0x000110 fbzMode          0x000b4379 x2
WREG_L          2989586 0x00010c alphaMode        0x00045110
WREG_L          2989705 0x200088 fvertexAx        0x49401ad6 (786861.375000)
WREG_L          2989780 0x20008c fvertexAy        0x49400c64 (786630.250000)
WREG_L          2989780 0x200090 fvertexBx        0x49401c15 (786881.312500)
WREG_L          2989780 0x200094 fvertexBy        0x49400e2a (786658.625000)
WREG_L          2989780 0x200098 fvertexCx        0x49401706 (786800.375000)
WREG_L          2989780 0x20009c fvertexCy        0x494012d3 (786733.187500)
WREG_L          2989837 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2989859 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2989859 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2989884 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2989906 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2989906 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2989931 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2989953 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2989953 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2989978 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2990021 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2990021 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2990046 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2990089 0x2000f8 fdWdX            0xaaf5c4ec (-0.000000)
WREG_L          2990089 0x2000fc fdWdY            0x2aacb025 (0.000000)
WTEX_L          2990117 0xe20000 0x00000000
WREG_L          2990155 0x200100 ftriangleCMD     0x456c7310
WREG_L          2990202-     2990244 0x000110 fbzMode          0x000b4379 x2
WREG_L          2990601 0x00010c alphaMode        0x00045110
WREG_L          2990720 0x200088 fvertexAx        0x49401867 (786822.437500)
WREG_L          2990795 0x20008c fvertexAy        0x49400b17 (786609.437500)
WREG_L          2990795 0x200090 fvertexBx        0x49401ad6 (786861.375000)
WREG_L          2990795 0x200094 fvertexBy        0x49400c64 (786630.250000)
WREG_L          2990795 0x200098 fvertexCx        0x49401706 (786800.375000)
WREG_L          2990795 0x20009c fvertexCy        0x494012d3 (786733.187500)
WREG_L          2990852 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2990874 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2990874 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2990899 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2990921 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2990921 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2990946 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2990968 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2990968 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2990993 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2991036 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2991036 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2991061 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2991104 0x2000f8 fdWdX            0xaa81385b (-0.000000)
WREG_L          2991104 0x2000fc fdWdY            0x2af1c112 (0.000000)
WTEX_L          2991132 0xe20000 0x00000000
WREG_L          2991170 0x200100 ftriangleCMD     0x45a4ed88
WREG_L          2991217-     2991259 0x000110 fbzMode          0x000b4379 x2
WREG_L          2991616 0x00010c alphaMode        0x00045110
WREG_L          2991738 0x200088 fvertexAx        0x49401867 (786822.437500)
WREG_L          2991813 0x20008c fvertexAy        0x49400b17 (786609.437500)
WREG_L          2991813 0x200090 fvertexBx        0x49401525 (786770.312500)
WREG_L          2991813 0x200094 fvertexBy        0x49400b1e (786609.875000)
WREG_L          2991813 0x200098 fvertexCx        0x49401706 (786800.375000)
WREG_L          2991813 0x20009c fvertexCy        0x494012d3 (786733.187500)
WREG_L          2991870 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2991892 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2991892 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2991917 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2991939 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2991939 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2991964 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2991986 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2991986 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2992011 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2992054 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2992054 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2992079 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2992122 0x2000f8 fdWdX            0x278e7396 (0.000000)
WREG_L          2992122 0x2000fc fdWdY            0x2b049829 (0.000000)
WTEX_L          2992150 0xe20000 0x00000000
WREG_L          2992188 0x200100 ftriangleCMD     0xc5c94688
WREG_L          2992235-     2992277 0x000110 fbzMode          0x000b4379 x2
WREG_L          2992634 0x00010c alphaMode        0x00045110
WREG_L          2992753 0x200088 fvertexAx        0x49401525 (786770.312500)
WREG_L          2992828 0x20008c fvertexAy        0x49400b1e (786609.875000)
WREG_L          2992828 0x200090 fvertexBx        0x49401706 (786800.375000)
WREG_L          2992828 0x200094 fvertexBy        0x494012d3 (786733.187500)
WREG_L          2992828 0x200098 fvertexCx        0x49401408 (786752.500000)
WREG_L          2992828 0x20009c fvertexCy        0x4940134d (786740.812500)
WREG_L          2992885 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2992907 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2992907 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2992932 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2992954 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2992954 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2992979 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2993001 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2993001 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2993026 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2993069 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2993069 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2993094 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2993137 0x2000f8 fdWdX            0x2baee6dd (0.000000)
WREG_L          2993137 0x2000fc fdWdY            0x2a3e58bc (0.000000)
WTEX_L          2993165 0xe20000 0x00000000
WREG_L          2993203 0x200100 ftriangleCMD     0x45bfa680
WREG_L          2993250-     2993292 0x000110 fbzMode          0x000b4379 x2
WREG_L          2993649 0x00010c alphaMode        0x00045110
WREG_L          2993771 0x200088 fvertexAx        0x49401525 (786770.312500)
WREG_L          2993846 0x20008c fvertexAy        0x49400b1e (786609.875000)
WREG_L          2993846 0x200090 fvertexBx        0x49401191 (786713.062500)
WREG_L          2993846 0x200094 fvertexBy        0x49400b39 (786611.562500)
WREG_L          2993846 0x200098 fvertexCx        0x49401408 (786752.500000)
WREG_L          2993846 0x20009c fvertexCy        0x4940134d (786740.812500)
WREG_L          2993903 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2993925 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2993925 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2993950 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2993972 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2993972 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2993997 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2994019 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2994019 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2994044 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2994087 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2994087 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2994112 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2994155 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          2994155 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          2994183 0xe20000 0x00000000
WREG_L          2994221 0x200100 ftriangleCMD     0xc5e950e8
WREG_L          2994268-     2994310 0x000110 fbzMode          0x000b4379 x2
WREG_L          2994667 0x00010c alphaMode        0x00045110
WREG_L          2994786 0x200088 fvertexAx        0x49401191 (786713.062500)
WREG_L          2994861 0x20008c fvertexAy        0x49400b39 (786611.562500)
WREG_L          2994861 0x200090 fvertexBx        0x49401408 (786752.500000)
WREG_L          2994861 0x200094 fvertexBy        0x4940134d (786740.812500)
WREG_L          2994861 0x200098 fvertexCx        0x49401031 (786691.062500)
WREG_L          2994861 0x20009c fvertexCy        0x4940138a (786744.625000)
WREG_L          2994918 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2994940 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2994940 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2994965 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2994987 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2994987 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2995012 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2995034 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2995034 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2995059 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2995102 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2995102 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2995127 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2995170 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          2995170 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          2995198 0xe20000 0x00000000
WREG_L          2995236 0x200100 ftriangleCMD     0x45fcd938
WREG_L          2995283-     2995325 0x000110 fbzMode          0x000b4379 x2
WREG_L          2995682 0x00010c alphaMode        0x00045110
WREG_L          2995804 0x200088 fvertexAx        0x49401191 (786713.062500)
WREG_L          2995879 0x20008c fvertexAy        0x49400b39 (786611.562500)
WREG_L          2995879 0x200090 fvertexBx        0x49400e42 (786660.125000)
WREG_L          2995879 0x200094 fvertexBy        0x49400b5b (786613.687500)
WREG_L          2995879 0x200098 fvertexCx        0x49401031 (786691.062500)
WREG_L          2995879 0x20009c fvertexCy        0x4940138a (786744.625000)
WREG_L          2995936 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2995958 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2995958 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2995983 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2996005 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2996005 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2996030 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2996052 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2996052 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2996077 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2996120 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2996120 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2996145 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2996188 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          2996188 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          2996216 0xe20000 0x00000000
WREG_L          2996254 0x200100 ftriangleCMD     0xc5daa9f8
WREG_L          2996301-     2996343 0x000110 fbzMode          0x000b4379 x2
WREG_L          2996700 0x00010c alphaMode        0x00045110
WREG_L          2996822 0x200088 fvertexAx        0x49400e42 (786660.125000)
WREG_L          2996897 0x20008c fvertexAy        0x49400b5b (786613.687500)
WREG_L          2996897 0x200090 fvertexBx        0x49400d69 (786646.562500)
WREG_L          2996897 0x200094 fvertexBy        0x49401368 (786742.500000)
WREG_L          2996897 0x200098 fvertexCx        0x49401031 (786691.062500)
WREG_L          2996897 0x20009c fvertexCy        0x4940138a (786744.625000)
WREG_L          2996954 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2996976 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2996976 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2997001 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2997023 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2997023 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2997048 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2997070 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2997070 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2997095 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2997138 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2997138 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2997163 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2997206 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          2997206 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          2997234 0xe20000 0x00000000
WREG_L          2997272 0x200100 ftriangleCMD     0xc5b407d0
WREG_L          2997319-     2997361 0x000110 fbzMode          0x000b4379 x2
WREG_L          2997718 0x00010c alphaMode        0x00045110
WREG_L          2997840 0x200088 fvertexAx        0x49400e42 (786660.125000)
WREG_L          2997915 0x20008c fvertexAy        0x49400b5b (786613.687500)
WREG_L          2997915 0x200090 fvertexBx        0x49400b66 (786614.375000)
WREG_L          2997915 0x200094 fvertexBy        0x49401259 (786725.562500)
WREG_L          2997915 0x200098 fvertexCx        0x49400d69 (786646.562500)
WREG_L          2997915 0x20009c fvertexCy        0x49401368 (786742.500000)
WREG_L          2997972 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2997994 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2997994 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          2998019 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2998041 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2998041 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          2998066 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2998088 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2998088 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          2998113 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2998156 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2998156 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          2998181 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2998224 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          2998224 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          2998252 0xe20000 0x00000000
WREG_L          2998290 0x200100 ftriangleCMD     0xc588bef0
WREG_L          2998337-     2998379 0x000110 fbzMode          0x000b4379 x2
WREG_L          2998736 0x00010c alphaMode        0x00045110
WREG_L          2998858 0x200088 fvertexAx        0x49400e42 (786660.125000)
WREG_L          2998933 0x20008c fvertexAy        0x49400b5b (786613.687500)
WREG_L          2998933 0x200090 fvertexBx        0x49400c0f (786624.937500)
WREG_L          2998933 0x200094 fvertexBy        0x49400bf0 (786623.000000)
WREG_L          2998933 0x200098 fvertexCx        0x49400b66 (786614.375000)
WREG_L          2998933 0x20009c fvertexCy        0x49401259 (786725.562500)
WREG_L          2998990 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          2999012 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          2999012 0x2000a8 fdRdY            0x00000000 (0.000000)
WREG_L          2999037 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          2999059 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          2999059 0x2000b4 fdGdY            0x00000000 (0.000000)
WREG_L          2999084 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          2999106 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          2999106 0x2000c0 fdBdY            0x00000000 (0.000000)
WREG_L          2999131 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          2999174 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          2999174 0x2000d8 fdAdY            0x00000000 (0.000000)
WREG_L          2999199 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          2999242 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          2999242 0x2000fc fdWdY            0x00000000 (0.000000)
WTEX_L          2999270 0xe20000 0x00000000
WREG_L          2999308 0x200100 ftriangleCMD     0xc55b68e0
WREG_L          2999355-     2999397 0x000110 fbzMode          0x000b4379 x2
WREG_L          2999754 0x00010c alphaMode        0x00045110
WREG_L          2999876 0x200088 fvertexAx        0x49400c0f (786624.937500)
WREG_L          2999951 0x20008c fvertexAy        0x49400bf0 (786623.000000)
WREG_L          2999951 0x200090 fvertexBx        0x49400a9a (786601.625000)
WREG_L          2999951 0x200094 fvertexBy        0x49400d0d (786640.812500)
WREG_L          2999951 0x200098 fvertexCx        0x49400b66 (786614.375000)
WREG_L          2999951 0x20009c fvertexCy        0x49401259 (786725.562500)
WREG_L          3000008 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          3000030 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          3000030 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          3000055 0x2000ac fstartG          0x426d06e1 (59.256718)
