# Voodoo Trace - Frame 49
# Format: <CMD> <timestamp> <addr> [register_name] <data> [(float_value)] [xN]
# Fixed-point formats: S12.4 (vertices), S18.14 (RGBA), S20.12 (Z), S14.18 (S/T), S2.30 (W)
#
RREG_L               54 0x000000 status           0x1f89b3bf
WREG_L          3000077 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          3000077 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          3000102 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          3000124 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          3000124 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          3000149 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3000192 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3000192 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3000217 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          3000260 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3000260 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3000288 0xe20000 0x00000000
WREG_L          3000326 0x200100 ftriangleCMD     0xc509ad80
WREG_L          3000373-     3000415 0x000110 fbzMode          0x000b4379 x2
WREG_L          3000772 0x00010c alphaMode        0x00045110
WREG_L          3000894 0x200088 fvertexAx        0x49400a9a (786601.625000)
WREG_L          3000969 0x20008c fvertexAy        0x49400d0d (786640.812500)
WREG_L          3000969 0x200090 fvertexBx        0x494009f8 (786591.500000)
WREG_L          3000969 0x200094 fvertexBy        0x494010d0 (786701.000000)
WREG_L          3000969 0x200098 fvertexCx        0x49400b66 (786614.375000)
WREG_L          3000969 0x20009c fvertexCy        0x49401259 (786725.562500)
WREG_L          3001026 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          3001048 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          3001048 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          3001073 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          3001095 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          3001095 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          3001120 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          3001142 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          3001142 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          3001167 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3001210 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3001210 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3001235 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          3001278 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3001278 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3001306 0xe20000 0x00000000
WREG_L          3001344 0x200100 ftriangleCMD     0xc4cb2f80
WREG_L          3001391-     3001433 0x000110 fbzMode          0x000b4379 x2
WREG_L          3001790 0x00010c alphaMode        0x00045110
WREG_L          3001912 0x200088 fvertexAx        0x49400a9a (786601.625000)
WREG_L          3001987 0x20008c fvertexAy        0x49400d0d (786640.812500)
WREG_L          3001987 0x200090 fvertexBx        0x494009c1 (786588.062500)
WREG_L          3001987 0x200094 fvertexBy        0x49400e96 (786665.375000)
WREG_L          3001987 0x200098 fvertexCx        0x494009f8 (786591.500000)
WREG_L          3001987 0x20009c fvertexCy        0x494010d0 (786701.000000)
WREG_L          3002044 0x2000a0 fstartR          0x40fcd423 (7.900896)
WREG_L          3002066 0x2000a4 fdRdX            0x00000000 (0.000000)
WREG_L          3002066 0x2000a8 fdRdY            0x80000000 (-0.000000)
WREG_L          3002091 0x2000ac fstartG          0x426d06e1 (59.256718)
WREG_L          3002113 0x2000b0 fdGdX            0x00000000 (0.000000)
WREG_L          3002113 0x2000b4 fdGdY            0x80000000 (-0.000000)
WREG_L          3002138 0x2000b8 fstartB          0x42bd9f1a (94.810745)
WREG_L          3002160 0x2000bc fdBdX            0x00000000 (0.000000)
WREG_L          3002160 0x2000c0 fdBdY            0x80000000 (-0.000000)
WREG_L          3002185 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3002228 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3002228 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3002253 0x2000f4 fstartW          0x3a425291 (0.000741)
WREG_L          3002296 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3002296 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3002324 0xe20000 0x00000000
WREG_L          3002362 0x200100 ftriangleCMD     0xc40de640
WREG_L          3002409-     3002451 0x000110 fbzMode          0x000b4379 x2
WREG_L          3014510 0x000104 fbzColorPath     0x0542610a
WREG_L          3014983 0x00010c alphaMode        0x00045110
WREG_L          3015104 0x200088 fvertexAx        0x49400b52 (786613.125000)
WREG_L          3015179 0x20008c fvertexAy        0x49401198 (786713.500000)
WREG_L          3015179 0x200090 fvertexBx        0x49400c68 (786630.500000)
WREG_L          3015179 0x200094 fvertexBy        0x494012a0 (786730.000000)
WREG_L          3015179 0x200098 fvertexCx        0x4940097b (786583.687500)
WREG_L          3015179 0x20009c fvertexCy        0x494013b0 (786747.000000)
WREG_L          3015236 0x2000a0 fstartR          0x434921e3 (201.132370)
WREG_L          3015258 0x2000a4 fdRdX            0xbd059ae8 (-0.032618)
WREG_L          3015258 0x2000a8 fdRdY            0xbc985caa (-0.018599)
WREG_L          3015283 0x2000ac fstartG          0x434921e3 (201.132370)
WREG_L          3015305 0x2000b0 fdGdX            0xbd059ae8 (-0.032618)
WREG_L          3015305 0x2000b4 fdGdY            0xbc985caa (-0.018599)
WREG_L          3015330 0x2000b8 fstartB          0x434921e3 (201.132370)
WREG_L          3015352 0x2000bc fdBdX            0xbd059ae8 (-0.032618)
WREG_L          3015352 0x2000c0 fdBdY            0xbc985caa (-0.018599)
WREG_L          3015377 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3015420 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3015420 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3015445 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L          3015488 0x2000f8 fdWdX            0x2c008177 (0.000000)
WREG_L          3015488 0x2000fc fdWdY            0x2be1d811 (0.000000)
WTEX_L          3015516 0xe20000 0x00000000
WREG_L          3015554 0x200100 ftriangleCMD     0x44857900
WREG_L          3015601-     3015643 0x000110 fbzMode          0x000b4379 x2
WREG_L          3016000 0x00010c alphaMode        0x00045110
WREG_L          3016120 0x200088 fvertexAx        0x494008a3 (786570.187500)
WREG_L          3016195 0x20008c fvertexAy        0x49400be3 (786622.187500)
WREG_L          3016195 0x200090 fvertexBx        0x49400b82 (786616.125000)
WREG_L          3016195 0x200094 fvertexBy        0x49400c96 (786633.375000)
WREG_L          3016195 0x200098 fvertexCx        0x49400a7e (786599.875000)
WREG_L          3016195 0x20009c fvertexCy        0x49400db3 (786651.187500)
WREG_L          3016252 0x2000a0 fstartR          0x434a3adc (202.229919)
WREG_L          3016274 0x2000a4 fdRdX            0xbc15a5ba (-0.009134)
WREG_L          3016274 0x2000a8 fdRdY            0xbc928fdc (-0.017891)
WREG_L          3016299 0x2000ac fstartG          0x434a3adc (202.229919)
WREG_L          3016321 0x2000b0 fdGdX            0xbc15a5ba (-0.009134)
WREG_L          3016321 0x2000b4 fdGdY            0xbc928fdc (-0.017891)
WREG_L          3016346 0x2000b8 fstartB          0x434a3adc (202.229919)
WREG_L          3016368 0x2000bc fdBdX            0xbc15a5ba (-0.009134)
WREG_L          3016368 0x2000c0 fdBdY            0xbc928fdc (-0.017891)
WREG_L          3016393 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3016436 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3016436 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3016461 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L          3016504 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3016504 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3016532 0xe20000 0x00000000
WREG_L          3016570 0x200100 ftriangleCMD     0x447a03c0
WREG_L          3016617-     3016659 0x000110 fbzMode          0x000b4379 x2
WREG_L          3017016 0x00010c alphaMode        0x00045110
WREG_L          3017136 0x200088 fvertexAx        0x49400a7e (786599.875000)
WREG_L          3017211 0x20008c fvertexAy        0x49400db3 (786651.187500)
WREG_L          3017211 0x200090 fvertexBx        0x4940072e (786546.875000)
WREG_L          3017211 0x200094 fvertexBy        0x49400eb7 (786667.437500)
WREG_L          3017211 0x200098 fvertexCx        0x49400a19 (786593.562500)
WREG_L          3017211 0x20009c fvertexCy        0x49400f5f (786677.937500)
WREG_L          3017268 0x2000a0 fstartR          0x4349709f (201.439926)
WREG_L          3017290 0x2000a4 fdRdX            0xbbee8bed (-0.007280)
WREG_L          3017290 0x2000a8 fdRdY            0xbcbe1782 (-0.023205)
WREG_L          3017315 0x2000ac fstartG          0x4349709f (201.439926)
WREG_L          3017337 0x2000b0 fdGdX            0xbbee8bed (-0.007280)
WREG_L          3017337 0x2000b4 fdGdY            0xbcbe1782 (-0.023205)
WREG_L          3017362 0x2000b8 fstartB          0x4349709f (201.439926)
WREG_L          3017384 0x2000bc fdBdX            0xbbee8bed (-0.007280)
WREG_L          3017384 0x2000c0 fdBdY            0xbcbe1782 (-0.023205)
WREG_L          3017409 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3017452 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3017452 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3017477 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L          3017520 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3017520 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3017548 0xe20000 0x00000000
WREG_L          3017586 0x200100 ftriangleCMD     0xc4a46580
WREG_L          3017633-     3017675 0x000110 fbzMode          0x000b4379 x2
WREG_L          3018032 0x00010c alphaMode        0x00045110
WREG_L          3018151 0x200088 fvertexAx        0x49401c45 (786884.312500)
WREG_L          3018226 0x20008c fvertexAy        0x49400f48 (786676.500000)
WREG_L          3018226 0x200090 fvertexBx        0x49401eef (786926.937500)
WREG_L          3018226 0x200094 fvertexBy        0x49401052 (786693.125000)
WREG_L          3018226 0x200098 fvertexCx        0x49401b34 (786867.250000)
WREG_L          3018226 0x20009c fvertexCy        0x4940112e (786706.875000)
WREG_L          3018283 0x2000a0 fstartR          0x43490dab (201.053391)
WREG_L          3018305 0x2000a4 fdRdX            0xbc994f47 (-0.018715)
WREG_L          3018305 0x2000a8 fdRdY            0xbcbcf53a (-0.023066)
WREG_L          3018330 0x2000ac fstartG          0x43490dab (201.053391)
WREG_L          3018352 0x2000b0 fdGdX            0xbc994f47 (-0.018715)
WREG_L          3018352 0x2000b4 fdGdY            0xbcbcf53a (-0.023066)
WREG_L          3018377 0x2000b8 fstartB          0x43490dab (201.053391)
WREG_L          3018399 0x2000bc fdBdX            0xbc994f47 (-0.018715)
WREG_L          3018399 0x2000c0 fdBdY            0xbcbcf53a (-0.023066)
WREG_L          3018424 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3018467 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3018467 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3018492 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L          3018535 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3018535 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3018563 0xe20000 0x00000000
WREG_L          3018601 0x200100 ftriangleCMD     0x44c54cc0
WREG_L          3018648-     3018690 0x000110 fbzMode          0x000b4379 x2
WREG_L          3019047 0x00010c alphaMode        0x00045110
WREG_L          3019169 0x200088 fvertexAx        0x49401b34 (786867.250000)
WREG_L          3019244 0x20008c fvertexAy        0x4940112e (786706.875000)
WREG_L          3019244 0x200090 fvertexBx        0x494018b6 (786827.375000)
WREG_L          3019244 0x200094 fvertexBy        0x4940123e (786723.875000)
WREG_L          3019244 0x200098 fvertexCx        0x49401d4e (786900.875000)
WREG_L          3019244 0x20009c fvertexCy        0x4940133a (786739.625000)
WREG_L          3019301 0x2000a0 fstartR          0x4348ac0d (200.672073)
WREG_L          3019323 0x2000a4 fdRdX            0xb956b510 (-0.000205)
WREG_L          3019323 0x2000a8 fdRdY            0xbc7b47df (-0.015337)
WREG_L          3019348 0x2000ac fstartG          0x4348ac0d (200.672073)
WREG_L          3019370 0x2000b0 fdGdX            0xb956b510 (-0.000205)
WREG_L          3019370 0x2000b4 fdGdY            0xbc7b47df (-0.015337)
WREG_L          3019395 0x2000b8 fstartB          0x4348ac0d (200.672073)
WREG_L          3019417 0x2000bc fdBdX            0xb956b510 (-0.000205)
WREG_L          3019417 0x2000c0 fdBdY            0xbc7b47df (-0.015337)
WREG_L          3019442 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3019485 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3019485 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3019510 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L          3019553 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3019553 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3019581 0xe20000 0x00000000
WREG_L          3019619 0x200100 ftriangleCMD     0xc4eab100
WREG_L          3019666-     3019708 0x000110 fbzMode          0x000b4379 x2
WREG_L          3020065 0x00010c alphaMode        0x00045110
WREG_L          3020185 0x200088 fvertexAx        0x49400a99 (786601.562500)
WREG_L          3020260 0x20008c fvertexAy        0x494009d1 (786589.062500)
WREG_L          3020260 0x200090 fvertexBx        0x49400cdc (786637.750000)
WREG_L          3020260 0x200094 fvertexBy        0x49400b72 (786615.125000)
WREG_L          3020260 0x200098 fvertexCx        0x49400b82 (786616.125000)
WREG_L          3020260 0x20009c fvertexCy        0x49400c96 (786633.375000)
WREG_L          3020317 0x2000a0 fstartR          0x4349c636 (201.774261)
WREG_L          3020339 0x2000a4 fdRdX            0x3be8072c (0.007081)
WREG_L          3020339 0x2000a8 fdRdY            0xbbc59550 (-0.006030)
WREG_L          3020364 0x2000ac fstartG          0x4349c636 (201.774261)
WREG_L          3020386 0x2000b0 fdGdX            0x3be8072c (0.007081)
WREG_L          3020386 0x2000b4 fdGdY            0xbbc59550 (-0.006030)
WREG_L          3020411 0x2000b8 fstartB          0x4349c636 (201.774261)
WREG_L          3020433 0x2000bc fdBdX            0x3be8072c (0.007081)
WREG_L          3020433 0x2000c0 fdBdY            0xbbc59550 (-0.006030)
WREG_L          3020458 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3020501 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3020501 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3020526 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L          3020569 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L          3020569 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L          3020597 0xe20000 0x00000000
WREG_L          3020635 0x200100 ftriangleCMD     0x449900c0
WREG_L          3020682-     3020724 0x000110 fbzMode          0x000b4379 x2
WREG_L          3021081 0x00010c alphaMode        0x00045110
WREG_L          3021200 0x200088 fvertexAx        0x49401bbc (786875.750000)
WREG_L          3021275 0x20008c fvertexAy        0x49400d5f (786645.937500)
WREG_L          3021275 0x200090 fvertexBx        0x49401e7f (786919.937500)
WREG_L          3021275 0x200094 fvertexBy        0x49400dc0 (786652.000000)
WREG_L          3021275 0x200098 fvertexCx        0x49401c45 (786884.312500)
WREG_L          3021275 0x20009c fvertexCy        0x49400f48 (786676.500000)
WREG_L          3021332 0x2000a0 fstartR          0x43494aee (201.292694)
WREG_L          3021354 0x2000a4 fdRdX            0xbcc9f612 (-0.024653)
WREG_L          3021354 0x2000a8 fdRdY            0xba71f372 (-0.000923)
WREG_L          3021379 0x2000ac fstartG          0x43494aee (201.292694)
WREG_L          3021401 0x2000b0 fdGdX            0xbcc9f612 (-0.024653)
WREG_L          3021401 0x2000b4 fdGdY            0xba71f372 (-0.000923)
WREG_L          3021426 0x2000b8 fstartB          0x43494aee (201.292694)
WREG_L          3021448 0x2000bc fdBdX            0xbcc9f612 (-0.024653)
WREG_L          3021448 0x2000c0 fdBdY            0xba71f372 (-0.000923)
WREG_L          3021473 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L          3021516 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L          3021516 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L          3021541 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L          3021584 0x2000f8 fdWdX            0x00000000 (0.000000)
